Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,HasChild,Children,Age,TotalAmtSpent,Relation
PGrad,Single,33316.0,34,79,1,31,4,4,12,child,2,50,131,96.93333333333334
Grad,Married,58554.0,55,368,24,68,38,0,88,child,2,53,586,109.36666666666666
UGrad,Married,17256.0,10,6,4,14,8,8,22,child,1,29,62,95.26666666666667
Grad,Single,53034.0,30,160,15,196,15,11,50,child,2,47,447,101.16666666666667
UGrad,Married,52203.0,36,488,21,238,56,108,28,no child,0,71,939,111.26666666666667
UGrad,Single,59601.0,14,691,7,69,0,7,23,child,1,44,797,99.3
PGrad,Single,75154.0,79,543,10,205,160,143,82,child,1,63,1143,110.1
Grad,Single,47025.0,52,254,7,108,20,0,26,child,1,45,415,95.8
Grad,Married,37971.0,97,5,4,10,2,2,7,child,1,48,30,95.2
PGrad,Single,41335.0,24,112,19,21,16,14,5,child,1,53,187,94.16666666666667
Grad,Married,67267.0,0,134,11,59,15,2,30,child,1,63,251,89.56666666666666
Grad,Single,57338.0,96,143,6,52,11,8,17,child,1,46,237,90.03333333333333
UGrad,Married,50523.0,89,51,4,24,4,7,1,child,2,61,91,94.2
PGrad,Single,35791.0,94,27,0,5,0,0,3,child,3,56,35,101.96666666666667
PGrad,Single,50611.0,98,459,0,24,6,0,4,child,1,61,493,109.1
PGrad,Married,56242.0,72,689,8,167,11,8,88,child,1,52,971,104.1
Grad,Single,48904.0,1,283,10,38,0,13,27,child,1,61,371,107.13333333333334
Grad,Single,56243.0,26,347,0,35,4,3,7,child,3,46,396,94.03333333333333
Grad,Married,21355.0,5,5,13,14,0,5,31,child,1,36,68,98.43333333333334
PGrad,Married,57420.0,22,280,0,18,0,0,24,child,1,50,322,100.3
PGrad,Single,46390.0,56,95,14,64,2,9,38,child,1,66,222,89.83333333333333
UGrad,Married,54342.0,74,84,10,34,11,10,28,child,2,65,177,100.03333333333333
Grad,Married,20895.0,24,18,3,17,3,0,4,child,1,48,45,109.03333333333333
Grad,Married,92344.0,9,992,24,694,51,19,119,no child,0,73,1899,93.5
UGrad,Married,26907.0,10,9,1,7,0,3,2,child,2,45,22,98.43333333333334
Grad,Married,44964.0,35,19,1,17,2,0,2,child,2,41,41,106.66666666666667
Grad,Married,75507.0,56,709,93,374,104,80,80,no child,0,42,1440,89.93333333333334
PGrad,Married,53761.0,7,158,0,76,13,7,71,child,2,49,325,96.7
Grad,Married,22682.0,51,10,14,29,4,2,36,child,1,48,95,96.96666666666667
PGrad,Married,38887.0,17,25,1,13,0,0,3,child,1,49,42,91.96666666666667
UGrad,Single,41658.0,30,8,4,12,15,4,29,child,2,46,72,107.9
PGrad,Married,29791.0,21,14,0,6,0,0,0,child,1,49,20,89.5
PGrad,Married,63915.0,2,622,7,115,30,0,15,child,2,65,789,99.13333333333334
Grad,Single,39996.0,85,11,0,3,0,0,1,child,2,47,15,89.26666666666667
Grad,Single,26759.0,65,25,3,16,8,5,2,child,1,49,59,92.73333333333333
PGrad,Single,63841.0,64,635,15,100,20,7,131,child,1,53,908,102.46666666666667
PGrad,Married,51039.0,11,100,64,79,65,0,109,child,2,52,417,106.86666666666666
Grad,Married,60544.0,92,201,2,43,3,5,35,child,2,60,289,110.43333333333334
Grad,Married,65685.0,54,642,14,49,0,7,57,child,1,49,769,91.06666666666666
Grad,Married,37716.0,4,97,1,41,6,2,41,child,1,68,188,90.3
Grad,Single,36864.0,53,204,5,39,17,0,89,child,1,64,354,110.83333333333333
PGrad,Married,44511.0,39,513,7,133,46,14,14,child,1,51,727,108.83333333333333
PGrad,Married,36947.0,49,88,3,21,4,1,29,child,2,54,146,111.03333333333333
PGrad,Married,47352.0,70,172,12,112,8,0,15,child,1,70,319,102.8
PGrad,Married,67087.0,40,329,35,222,130,35,43,child,1,68,794,94.46666666666667
Grad,Married,57045.0,40,296,13,104,11,13,17,child,1,71,454,109.96666666666667
PGrad,Single,36957.0,43,100,2,16,2,1,31,child,2,68,152,110.03333333333333
PGrad,Married,69389.0,17,422,7,238,69,46,15,child,1,44,797,109.3
Grad,Married,80134.0,40,1218,16,272,104,0,80,child,1,49,1690,101.5
PGrad,Married,43142.0,84,5,1,7,2,1,4,child,2,52,20,92.36666666666666
Grad,Married,80589.0,25,507,93,520,242,40,26,no child,0,77,1428,93.26666666666667
Grad,Single,34412.0,62,52,12,50,4,36,55,child,1,31,209,104.7
Grad,Single,57537.0,83,191,56,139,51,8,100,child,1,42,545,100.8
UGrad,Married,22634.0,47,2,23,11,8,6,46,no child,0,55,96,105.63333333333334
Grad,Married,51315.0,45,68,28,39,16,30,41,no child,0,73,222,92.2
Grad,Married,36026.0,34,20,4,10,6,4,17,child,3,49,61,91.5
Grad,Married,24639.0,3,20,3,16,0,4,1,child,2,48,44,93.06666666666666
PGrad,Married,34578.0,1,7,0,1,0,0,0,child,3,49,8,90.63333333333334
UGrad,Single,65704.0,18,279,172,74,38,8,246,no child,0,49,817,96.63333333333334
Grad,Single,63810.0,45,977,12,253,16,12,101,child,1,55,1371,107.83333333333333
PGrad,Married,54132.0,81,30,1,8,0,0,3,child,1,52,42,92.43333333333334
Grad,Married,18690.0,77,6,1,7,23,4,19,no child,0,62,60,106.26666666666667
Grad,Married,28164.0,23,3,18,26,11,8,12,child,1,51,78,102.03333333333333
PGrad,Married,34596.0,48,14,0,2,0,0,7,child,1,47,23,102.73333333333333
PGrad,Married,43269.0,61,10,1,7,0,0,1,child,1,49,19,97.53333333333333
UGrad,Single,38741.0,60,7,10,17,8,6,13,child,2,63,61,91.03333333333333
Grad,Single,31907.0,75,33,87,64,175,16,74,no child,0,49,449,104.06666666666666
PGrad,Married,27100.0,64,12,0,13,2,0,10,child,1,38,37,103.0
UGrad,Single,31163.0,54,2,3,10,11,2,10,child,1,48,38,92.53333333333333
Grad,Married,92533.0,84,693,21,118,110,147,42,no child,0,36,1131,94.4
Grad,Single,34853.0,75,9,3,15,2,3,2,child,2,48,34,94.26666666666667
Grad,Single,70844.0,16,129,26,67,3,67,2,child,2,54,294,96.06666666666666
UGrad,Married,31086.0,79,16,2,11,3,0,16,child,2,42,48,102.03333333333333
Grad,Married,60544.0,92,201,2,43,3,5,35,child,2,60,289,110.43333333333334
UGrad,Married,20491.0,16,5,4,5,4,2,10,no child,0,35,30,105.33333333333333
Grad,Married,42523.0,96,14,36,11,3,26,35,no child,0,57,125,90.23333333333333
Grad,Married,39922.0,30,29,12,59,19,1,36,child,1,38,156,104.66666666666667
Grad,Married,33402.0,60,26,2,19,10,5,8,child,2,69,70,99.53333333333333
PGrad,Married,36408.0,11,9,1,4,3,2,3,child,2,72,22,97.36666666666666
Grad,Married,21645.0,75,14,0,23,4,5,19,child,1,42,65,110.13333333333334
PGrad,Single,78427.0,36,972,19,595,180,26,138,no child,0,73,1930,108.43333333333334
Grad,Married,82657.0,71,966,168,672,246,105,126,no child,0,75,2283,97.16666666666667
Grad,Married,51876.0,88,99,27,102,28,48,6,no child,0,63,310,96.56666666666666
UGrad,Married,78041.0,93,482,35,553,72,160,17,no child,0,50,1319,106.66666666666667
Grad,Married,52852.0,93,714,8,99,11,0,47,child,1,64,879,107.16666666666667
PGrad,Married,70038.0,54,587,54,348,71,54,130,no child,0,39,1244,96.23333333333333
UGrad,Married,69401.0,41,399,27,159,58,8,39,child,1,48,690,91.26666666666667
Grad,Married,46053.0,46,56,10,92,19,7,25,child,1,49,209,104.56666666666666
Grad,Married,77343.0,28,227,151,573,98,54,31,no child,0,56,1134,88.66666666666667
Grad,Single,73892.0,40,703,102,601,0,58,43,no child,0,68,1507,95.6
PGrad,Single,40304.0,82,37,0,17,0,0,3,child,1,54,57,97.06666666666666
PGrad,Married,32727.0,38,167,13,180,86,13,70,no child,0,56,529,110.33333333333333
Grad,Married,68695.0,3,458,81,356,106,50,40,no child,0,52,1091,88.13333333333334
Grad,Single,43300.0,87,91,3,52,2,1,31,child,1,50,180,108.8
Grad,Married,26290.0,49,15,8,16,11,5,22,child,2,49,77,105.76666666666667
Grad,Single,93790.0,16,1302,68,731,89,114,45,no child,0,51,2349,92.56666666666666
PGrad,Married,38410.0,65,153,64,123,116,64,14,no child,0,47,534,109.76666666666667
PGrad,Single,64866.0,9,508,5,21,7,5,10,child,1,71,556,93.13333333333334
Grad,Married,57957.0,24,290,59,177,77,5,29,child,1,62,637,98.46666666666667
PGrad,Married,46015.0,25,38,0,2,0,0,6,child,2,66,46,90.56666666666666
Grad,Married,16531.0,43,2,13,6,7,5,11,child,1,43,44,88.36666666666666
PGrad,Married,28072.0,10,30,0,10,2,0,5,child,1,35,47,99.86666666666666
PGrad,Single,49476.0,29,386,23,95,54,41,196,child,1,58,795,100.46666666666667
Grad,Married,50725.0,45,443,10,75,0,10,48,child,1,68,586,104.7
Grad,Married,83844.0,57,901,31,345,75,31,191,no child,0,69,1574,101.76666666666667
PGrad,Married,41145.0,20,9,0,3,0,0,1,child,2,71,13,92.7
Grad,Married,67419.0,29,846,84,352,91,56,42,child,1,51,1471,105.63333333333334
UGrad,Married,23162.0,82,8,3,9,19,4,22,child,2,51,65,94.33333333333333
Grad,Married,34380.0,68,72,7,58,13,1,24,child,1,44,175,102.1
Grad,Single,34704.0,65,29,0,5,0,1,5,child,1,55,40,102.26666666666667
PGrad,Married,94871.0,99,169,24,553,188,0,144,child,2,52,1078,110.2
Grad,Married,65148.0,9,460,35,422,33,12,153,child,1,63,1115,107.66666666666667
Grad,Married,39898.0,20,69,8,26,12,7,12,child,1,67,134,104.73333333333333
PGrad,Single,64857.0,78,556,14,717,210,0,43,no child,0,65,1540,107.43333333333334
PGrad,Married,59892.0,26,73,0,13,0,1,0,child,1,51,87,95.96666666666667
PGrad,Single,41020.0,68,112,1,54,7,7,36,no child,0,34,217,96.13333333333334
PGrad,Married,57072.0,79,944,0,60,0,0,30,child,1,60,1034,93.2
Grad,Single,60474.0,25,265,199,303,234,9,170,child,1,42,1180,103.13333333333334
Grad,Married,62807.0,83,526,28,135,10,21,99,child,1,61,819,110.23333333333333
UGrad,Married,19414.0,32,2,3,12,3,5,7,child,1,40,32,96.53333333333333
Grad,Married,19107.0,49,2,4,9,10,5,16,child,1,41,46,98.36666666666666
UGrad,Married,75484.0,50,378,97,259,197,194,34,child,1,45,1159,111.2
PGrad,Single,70379.0,84,553,25,142,65,67,8,child,1,45,860,104.1
PGrad,Married,79419.0,96,751,127,687,20,15,31,no child,0,51,1631,88.23333333333333
PGrad,Married,64014.0,56,406,0,30,0,0,8,child,3,75,444,88.63333333333334
Grad,Married,76998.0,85,1449,89,161,69,35,107,child,1,66,1910,105.8
PGrad,Married,49854.0,63,123,17,171,39,0,30,child,1,49,380,95.7
PGrad,Married,60585.0,17,267,42,309,55,42,21,child,2,50,736,100.33333333333333
PGrad,Single,42873.0,11,209,0,40,3,2,15,child,2,71,269,105.46666666666667
Grad,Married,87679.0,62,1259,172,815,97,148,33,no child,0,33,2524,99.23333333333333
Grad,Married,57867.0,48,344,35,178,15,23,17,child,1,43,612,97.03333333333333
Grad,Married,35765.0,86,22,3,30,0,5,15,child,1,31,75,94.66666666666667
Grad,Married,65492.0,73,247,161,295,210,85,47,no child,0,62,1045,93.13333333333334
Grad,Single,32952.0,36,38,0,12,3,1,1,child,1,44,55,95.0
PGrad,Married,53374.0,34,896,10,101,13,10,34,child,1,52,1064,110.73333333333333
Grad,Married,71706.0,16,931,56,253,91,98,14,child,1,62,1443,107.76666666666667
Grad,Married,68487.0,48,758,12,385,33,89,89,no child,0,33,1366,105.73333333333333
PGrad,Married,53253.0,61,216,9,57,20,9,125,child,2,46,436,104.76666666666667
UGrad,Single,31163.0,54,2,3,10,11,2,10,child,1,48,38,92.53333333333333
Grad,Married,42014.0,56,244,15,108,4,15,50,child,1,44,436,110.7
PGrad,Married,54108.0,74,539,6,91,8,6,97,child,2,48,747,108.03333333333333
PGrad,Single,49667.0,35,1181,26,120,17,13,39,no child,0,66,1396,110.6
PGrad,Married,63206.0,65,750,8,125,11,8,26,no child,0,47,928,91.36666666666666
PGrad,Married,57136.0,48,306,5,109,21,109,92,child,2,49,642,99.83333333333333
UGrad,Married,46772.0,88,350,104,189,197,151,57,child,1,46,1048,107.96666666666667
PGrad,Married,78931.0,19,331,197,170,58,152,35,no child,0,50,943,96.23333333333333
Grad,Married,53977.0,21,620,16,165,0,24,82,child,1,63,907,100.86666666666666
Grad,Married,84219.0,27,434,137,400,45,137,45,no child,0,33,1198,92.9
PGrad,Single,46098.0,86,57,0,27,0,0,36,child,2,46,120,110.66666666666667
Grad,Married,73538.0,92,811,76,428,99,137,107,child,1,56,1658,107.36666666666666
Grad,Married,79529.0,1,423,42,706,73,197,197,no child,0,35,1638,90.1
UGrad,Married,20981.0,14,2,12,10,6,13,30,no child,0,44,73,102.16666666666667
Grad,Single,51766.0,74,60,51,87,6,20,51,child,1,41,275,91.66666666666667
Grad,Married,55759.0,84,675,0,85,10,7,77,child,1,59,854,107.26666666666667
Grad,Married,33039.0,4,30,8,12,8,8,12,child,1,43,78,97.76666666666667
PGrad,Married,37787.0,50,40,1,40,4,3,18,child,1,49,106,97.4
Grad,Single,27242.0,2,3,17,26,20,1,39,child,1,51,106,107.83333333333333
PGrad,Single,87188.0,73,910,111,724,49,74,55,no child,0,38,1923,101.03333333333333
Grad,Married,69930.0,21,252,98,827,219,70,196,no child,0,50,1662,101.3
Grad,Single,37697.0,82,34,6,21,11,4,8,child,1,45,84,92.73333333333333
PGrad,Married,37401.0,14,19,3,19,3,1,3,child,1,48,48,89.8
Grad,Married,58597.0,20,490,0,184,10,28,21,child,2,45,733,107.53333333333333
PGrad,Single,82032.0,54,332,194,377,149,125,57,no child,0,73,1234,90.83333333333333
Grad,Married,28087.0,77,53,8,17,13,0,21,child,2,63,112,106.83333333333333
PGrad,Single,74004.0,5,784,48,560,42,176,48,no child,0,34,1658,92.16666666666667
Grad,Married,19740.0,65,7,11,3,10,4,20,child,1,61,55,103.4
UGrad,Married,57036.0,33,1171,43,219,19,14,47,child,1,46,1513,106.83333333333333
UGrad,Married,53083.0,65,215,7,33,3,0,13,child,2,63,271,101.66666666666667
PGrad,Married,69283.0,41,674,62,134,0,26,8,child,1,46,904,88.5
PGrad,Single,46098.0,86,57,0,27,0,0,36,child,2,46,120,110.66666666666667
UGrad,Married,23331.0,92,5,36,7,0,10,45,child,1,33,103,110.1
UGrad,Single,23331.0,97,104,20,101,24,15,5,child,1,33,269,109.06666666666666
Grad,Single,9255.0,91,9,0,7,2,0,4,child,1,32,22,94.36666666666666
PGrad,Single,67786.0,0,431,82,441,80,20,102,no child,0,62,1156,94.8
PGrad,Married,71969.0,59,1000,0,76,0,0,10,child,1,50,1086,108.7
PGrad,Single,59235.0,4,448,40,469,80,0,91,child,1,54,1128,105.76666666666667
Grad,Married,31928.0,5,33,4,24,4,2,5,child,1,32,72,91.1
PGrad,Married,74881.0,48,505,72,270,36,27,54,child,2,60,964,103.93333333333334
Grad,Married,65819.0,99,267,38,701,149,165,63,no child,0,43,1383,107.23333333333333
PGrad,Single,51411.0,81,14,0,3,0,0,1,child,3,68,18,101.3
Grad,Single,51983.0,95,631,0,115,10,7,30,child,1,57,793,110.23333333333333
PGrad,Married,42386.0,43,65,4,16,0,4,11,child,1,35,100,105.73333333333333
UGrad,Married,30390.0,5,10,12,12,25,1,20,no child,0,34,80,98.0
Grad,Single,30983.0,50,51,4,50,12,1,49,no child,0,58,167,107.9
Grad,Single,66033.0,76,293,35,179,46,59,65,child,1,64,677,105.5
UGrad,Married,37284.0,46,11,1,2,2,1,6,child,2,46,23,103.23333333333333
PGrad,Single,57530.0,68,50,1,27,6,7,1,child,1,70,92,96.66666666666667
UGrad,Married,76800.0,33,173,26,255,35,71,81,no child,0,56,641,91.76666666666667
Grad,Married,63943.0,50,423,184,368,13,97,21,child,1,65,1106,110.16666666666667
Grad,Married,76081.0,85,292,30,415,63,33,200,no child,0,59,1033,89.23333333333333
Grad,Married,67445.0,63,757,80,217,29,80,11,child,1,47,1174,110.86666666666666
PGrad,Married,37054.0,89,12,1,6,0,1,5,child,2,54,25,97.56666666666666
PGrad,Married,47175.0,81,167,2,44,6,2,19,child,2,59,240,108.3
Grad,Single,31859.0,77,3,1,3,8,0,5,child,1,45,20,100.66666666666667
Grad,Single,27215.0,50,30,5,22,8,9,28,child,3,60,102,105.4
PGrad,Single,70179.0,10,532,88,168,69,44,133,child,1,45,1034,99.43333333333334
Grad,Married,39922.0,30,29,12,59,19,1,36,child,1,38,156,104.66666666666667
PGrad,Married,49681.0,66,411,0,26,0,0,21,child,2,45,458,95.9
Grad,Married,24645.0,16,5,3,4,4,1,0,child,1,33,17,108.16666666666667
Grad,Single,79865.0,12,71,99,278,185,121,38,child,1,67,792,88.36666666666666
Grad,Married,44322.0,30,46,0,40,3,0,3,child,1,36,92,88.43333333333334
Grad,Single,47958.0,8,268,11,88,15,3,22,child,1,69,407,105.53333333333333
PGrad,Single,63972.0,93,928,63,254,0,12,12,child,1,57,1269,107.13333333333334
Grad,Married,75315.0,14,459,15,171,142,23,31,child,1,67,841,90.5
PGrad,Married,55517.0,53,483,0,108,0,6,36,child,2,71,633,109.33333333333333
PGrad,Married,75283.0,26,733,9,180,12,19,66,child,3,64,1019,103.3
PGrad,Single,82800.0,23,1006,22,115,59,68,45,no child,0,75,1315,107.4
Grad,Married,38998.0,92,34,1,14,0,0,5,child,2,67,54,108.1
PGrad,Single,90638.0,29,1156,120,915,94,144,96,no child,0,30,2525,92.53333333333333
PGrad,Married,27161.0,41,7,4,23,7,0,11,child,1,35,52,96.13333333333334
Grad,Married,42014.0,56,244,15,108,4,15,50,child,1,44,436,110.7
PGrad,Married,38201.0,19,233,0,23,0,0,12,child,1,61,268,103.23333333333333
Grad,Married,45203.0,4,35,3,67,10,8,24,child,2,39,147,91.26666666666667
PGrad,Married,81574.0,89,1252,0,465,46,35,0,no child,0,74,1798,90.06666666666666
Grad,Married,34935.0,71,34,4,66,3,10,20,no child,0,29,137,100.43333333333334
PGrad,Single,60482.0,81,255,43,134,37,14,24,child,1,45,507,105.4
Grad,Married,34633.0,31,8,1,5,0,0,1,child,3,65,15,93.23333333333333
PGrad,Married,78093.0,53,368,32,639,13,43,10,no child,0,74,1105,94.66666666666667
Grad,Single,82460.0,78,255,47,573,52,32,15,no child,0,71,974,94.96666666666667
PGrad,Married,45903.0,80,33,8,10,2,10,3,child,1,55,66,90.23333333333333
Grad,Single,81361.0,18,163,23,424,27,65,76,no child,0,34,778,92.13333333333334
PGrad,Single,35860.0,37,15,0,8,4,2,20,child,2,48,49,89.36666666666666
PGrad,Married,40442.0,52,45,12,52,25,22,13,child,2,69,169,110.63333333333334
Grad,Married,61482.0,39,48,58,68,16,66,43,no child,0,56,299,88.06666666666666
Grad,Married,34968.0,11,158,6,45,8,2,2,child,1,41,221,102.83333333333333
Grad,Married,75794.0,33,754,160,625,63,32,48,no child,0,34,1682,94.23333333333333
PGrad,Married,31497.0,22,108,1,28,13,1,4,child,1,59,155,107.0
Grad,Married,74268.0,83,199,66,315,97,174,41,no child,0,66,892,104.66666666666667
UGrad,Married,13724.0,43,2,7,5,2,15,27,child,1,33,58,110.23333333333333
PGrad,Married,45143.0,74,202,5,74,11,5,14,child,1,56,311,98.23333333333333
PGrad,Single,52569.0,54,85,0,3,0,0,7,child,1,54,95,90.83333333333333
PGrad,Single,48432.0,3,322,3,50,4,3,42,child,1,48,424,108.63333333333334
PGrad,Married,17144.0,96,18,2,19,0,2,6,child,2,61,47,92.46666666666667
Grad,Single,36108.0,68,141,8,129,3,11,47,child,1,37,339,96.56666666666666
Grad,Married,76445.0,2,739,107,309,140,80,35,child,1,50,1410,109.3
PGrad,Married,36663.0,40,18,0,6,3,3,5,child,1,46,35,90.16666666666667
PGrad,Married,53843.0,64,378,0,88,19,4,73,child,1,56,562,100.23333333333333
PGrad,Married,90226.0,26,1083,108,649,253,151,108,no child,0,65,2352,109.36666666666666
PGrad,Single,70638.0,69,1016,12,215,16,12,63,no child,0,66,1334,101.1
Grad,Married,44512.0,57,23,1,6,0,0,2,child,2,61,32,98.1
Grad,Married,27116.0,78,12,1,21,2,2,3,child,2,60,41,91.96666666666667
PGrad,Married,54072.0,71,35,0,4,0,0,0,child,2,58,39,99.23333333333333
Grad,Married,71855.0,59,548,31,422,0,112,28,child,1,44,1141,105.63333333333334
UGrad,Single,51250.0,28,342,32,230,34,32,40,child,1,31,710,103.2
PGrad,Married,60432.0,61,365,3,15,4,3,11,child,1,48,401,91.73333333333333
PGrad,Married,65526.0,22,397,19,69,12,0,9,child,1,57,506,90.63333333333334
Grad,Single,68655.0,95,456,19,832,75,118,38,no child,0,33,1538,110.93333333333334
UGrad,Married,12393.0,38,5,6,15,11,7,13,no child,0,43,57,107.06666666666666
Grad,Single,64509.0,19,836,185,575,24,25,77,no child,0,31,1722,98.53333333333333
Grad,Single,33955.0,92,100,2,128,23,7,10,child,1,46,270,98.8
Grad,Married,31353.0,24,10,0,10,3,1,7,child,2,44,31,94.06666666666666
Grad,Married,55434.0,21,238,115,215,169,69,76,child,1,37,882,96.9
Grad,Married,28359.0,35,6,0,5,2,1,2,child,1,38,16,96.16666666666667
Grad,Single,57100.0,9,158,11,99,15,11,17,child,1,34,311,89.4
Grad,Married,69139.0,23,86,12,75,33,15,6,child,1,56,227,93.1
PGrad,Married,52973.0,92,856,0,76,12,9,199,child,1,65,1152,107.93333333333334
PGrad,Married,51717.0,55,98,1,17,0,1,5,child,1,56,122,98.43333333333334
Grad,Married,18793.0,14,4,16,20,0,17,20,child,1,50,77,105.76666666666667
UGrad,Married,66664.0,78,398,96,447,220,96,32,no child,0,39,1289,109.4
Grad,Single,50664.0,64,313,8,104,6,4,126,child,2,62,561,105.63333333333334
Grad,Married,54414.0,49,109,18,16,24,26,18,child,2,58,211,105.4
PGrad,Married,54549.0,8,216,2,6,0,0,9,child,1,69,233,91.93333333333334
PGrad,Single,47111.0,35,595,71,153,120,112,41,child,1,50,1092,109.96666666666667
PGrad,Single,41003.0,11,123,133,142,71,44,88,no child,0,58,601,103.63333333333334
Grad,Married,19444.0,8,16,0,23,3,2,10,child,1,39,54,92.23333333333333
UGrad,Married,36301.0,53,11,12,35,3,5,12,child,1,45,78,96.23333333333333
PGrad,Married,73059.0,36,410,112,420,0,82,71,child,1,74,1095,98.06666666666666
PGrad,Married,42731.0,64,159,2,51,6,2,24,child,1,52,244,96.36666666666666
PGrad,Married,52854.0,43,105,0,10,0,1,0,child,2,62,116,91.23333333333333
Grad,Married,22775.0,40,5,1,8,0,0,1,child,1,43,15,100.5
PGrad,Married,46681.0,52,269,15,69,15,19,38,child,2,73,425,96.8
PGrad,Married,59821.0,11,629,0,70,0,0,35,child,1,66,734,102.76666666666667
Grad,Single,50002.0,21,443,5,71,21,16,82,child,1,67,638,100.56666666666666
Grad,Married,69755.0,23,217,77,373,111,23,93,no child,0,76,894,97.0
Grad,Married,44078.0,17,24,1,10,2,0,4,child,2,52,41,88.33333333333333
PGrad,Married,30560.0,6,9,1,5,4,5,7,child,1,45,31,100.23333333333333
PGrad,Married,35924.0,56,8,0,14,2,3,7,child,2,52,34,91.26666666666667
PGrad,Single,64140.0,71,1459,0,61,0,15,215,child,2,57,1750,97.3
Grad,Married,56386.0,51,230,48,214,13,32,75,child,2,40,612,108.33333333333333
UGrad,Married,24594.0,94,1,3,6,10,0,9,child,1,42,29,94.7
UGrad,Married,75774.0,27,340,21,134,258,14,56,child,1,40,823,89.93333333333334
PGrad,Single,39228.0,1,7,1,6,0,3,3,no child,0,61,20,101.83333333333333
PGrad,Married,58494.0,56,298,7,68,4,0,19,child,1,47,396,94.63333333333334
Grad,Single,58684.0,71,479,35,179,28,7,85,no child,0,40,813,88.43333333333334
Grad,Single,57136.0,18,267,140,599,34,12,127,no child,0,54,1179,101.56666666666666
PGrad,Single,56551.0,48,67,4,32,17,2,16,child,2,71,138,89.76666666666667
Grad,Married,22448.0,86,3,1,8,23,2,18,child,1,39,55,92.1
Grad,Single,82014.0,48,980,37,265,35,163,31,no child,0,60,1511,110.6
Grad,Single,34213.0,2,50,4,28,6,3,26,child,2,58,117,110.0
PGrad,Single,25358.0,57,19,0,5,0,0,8,child,1,74,32,99.4
PGrad,Single,35544.0,77,30,5,23,4,1,4,child,1,43,67,91.76666666666667
PGrad,Married,36634.0,0,213,9,76,4,3,30,child,1,67,335,101.23333333333333
PGrad,Married,62670.0,57,539,30,92,80,46,38,child,1,67,825,92.9
UGrad,Married,50334.0,24,284,16,160,84,16,134,child,1,49,694,99.33333333333333
Grad,Single,72066.0,55,1003,34,536,134,51,34,no child,0,40,1792,88.2
PGrad,Single,50729.0,62,239,13,143,45,4,52,child,2,63,496,102.1
Grad,Married,34916.0,89,51,23,82,33,0,42,child,2,53,231,101.66666666666667
Grad,Single,64892.0,77,527,24,230,32,24,65,child,1,45,902,89.03333333333333
Grad,Single,43602.0,45,19,5,12,10,3,19,child,2,55,68,93.66666666666667
PGrad,Single,33996.0,46,40,2,15,8,0,6,no child,0,32,71,97.7
UGrad,Single,41473.0,80,21,8,20,15,3,9,child,1,36,76,100.5
PGrad,Married,63246.0,60,593,30,91,29,22,7,child,2,54,772,98.43333333333334
PGrad,Married,36732.0,71,21,5,3,10,1,7,child,2,62,47,94.06666666666666
PGrad,Married,69084.0,43,1181,107,199,39,30,30,child,1,51,1586,95.4
PGrad,Married,77766.0,97,1004,59,265,115,59,27,child,1,54,1529,104.4
PGrad,Single,37929.0,49,202,2,46,3,2,10,no child,0,36,265,99.13333333333334
Grad,Married,86610.0,66,446,107,768,33,196,53,no child,0,70,1603,97.9
PGrad,Married,80141.0,20,1184,102,673,52,40,40,no child,0,35,2091,105.8
UGrad,Married,72635.0,54,390,22,323,104,35,107,no child,0,66,981,101.03333333333333
Grad,Married,69016.0,61,726,53,363,123,107,161,child,1,51,1533,107.46666666666667
UGrad,Married,20193.0,18,8,8,22,24,11,9,no child,0,30,82,107.26666666666667
Grad,Married,27573.0,45,50,15,110,39,15,15,child,1,46,244,103.36666666666666
UGrad,Single,15862.0,26,1,1,4,11,9,10,child,1,42,36,100.23333333333333
PGrad,Married,49544.0,0,308,0,73,0,0,23,child,1,45,404,104.73333333333333
Grad,Married,33228.0,28,22,2,31,7,4,5,child,1,41,71,93.23333333333333
Grad,Married,70440.0,49,690,117,499,76,102,88,no child,0,43,1572,96.8
Grad,Married,38232.0,84,43,5,28,7,6,33,child,2,50,122,93.43333333333334
PGrad,Married,22554.0,38,27,0,10,0,0,4,child,2,66,41,108.1
PGrad,Married,23536.0,53,6,0,3,0,0,1,child,1,38,10,88.83333333333333
Grad,Married,49413.0,88,205,7,41,3,2,46,child,1,69,304,96.23333333333333
Grad,Married,42231.0,99,24,0,8,0,1,4,child,2,52,37,91.2
PGrad,Single,78789.0,12,667,50,850,21,83,83,no child,0,41,1754,111.0
Grad,Married,56534.0,35,691,7,61,10,0,46,child,1,53,815,99.36666666666666
Grad,Single,58350.0,5,493,26,206,116,80,80,child,1,50,1001,106.03333333333333
Grad,Single,81217.0,77,493,70,324,146,40,84,no child,0,32,1157,99.5
Grad,Single,49090.0,45,494,5,82,7,0,100,child,1,70,688,99.5
PGrad,Single,61787.0,71,621,73,414,78,48,85,no child,0,34,1319,99.93333333333334
PGrad,Married,18169.0,40,9,0,5,0,0,7,child,1,36,21,104.5
UGrad,Single,24336.0,82,1,6,2,8,2,12,child,1,40,31,110.36666666666666
Grad,Married,18222.0,70,12,4,19,12,6,14,no child,0,31,67,106.16666666666667
Grad,Single,62335.0,87,243,131,217,85,6,26,child,1,69,708,101.4
UGrad,Married,42033.0,95,11,1,4,2,0,7,child,2,50,25,109.6
